DATE,PRICE,DIX,GEX,SKEW,PUTCALLRATIO,VIX
2013-02-12,1519.430054,0.4051883210132436,2128303102.5,126.12,0.92,12.64
2013-02-13,1520.329956,0.3899547652080907,2012236679.064,126.67999,0.916,12.98
2013-02-14,1521.380005,0.3996213576564699,2161505360.04,127.19,0.832,12.66
2013-02-15,1519.790039,0.4105040455720697,3158968729.161,130.46001,0.885,12.46
2013-02-19,1530.939941,0.379329583347502,1430542181.768,130.14999,0.993,12.31
2013-02-20,1511.949951,0.3951980815347408,901839165.419,124.47,1.144,14.68
2013-02-21,1502.420044,0.4051780556292102,636557388.32,122.58,1.105,15.22
2013-02-22,1515.599976,0.4065106133332768,1110694538.905,125.37,0.904,14.17
2013-02-25,1487.849976,0.4158336812381282,497996620.92,121.5,1.168,18.99001
2013-02-26,1496.939941,0.4156613659780952,703611705.514,122.92,1.098,16.87
2013-02-27,1515.98999,0.392456961900443,1152475463.518,124.96001,0.988,14.73
2013-02-28,1514.680054,0.4031559865168579,1011455333.821,126.86,0.977,15.51
2013-03-01,1518.199951,0.4082349461389631,1083855994.82,128.19,1.167,15.36
2013-03-04,1525.199951,0.3925984896685647,1277802650.22,128.64999,1.121,14.01
2013-03-05,1539.790039,0.383489399306301,1813447358.369,126.62,1.118,13.48
2013-03-06,1541.459961,0.3856039957414413,1775448594.535,124.73,0.711,13.53
2013-03-07,1544.26001,0.3890676168943166,1938120444.051,125.28,0.829,13.06
2013-03-08,1551.180054,0.3973929126042803,2029533964.005,124.46001,0.921,12.59
2013-03-11,1556.219971,0.3876885847273079,2215985843.985,125.21001,0.934,11.56
2013-03-12,1552.47998,0.4029015026943521,2029782454.855,128.66,1.08,12.27
2013-03-13,1554.52002,0.3943232004928593,2035305643.17,127.13,0.786,11.83
2013-03-14,1563.22998,0.3862274886465145,2384814338.735,128.96001,0.733,11.3
2013-03-15,1560.699951,0.4103861405020301,2732773145.816,129.12,0.849,11.3
2013-03-18,1552.099976,0.4368420355502753,1528451776.72,126.17,0.908,13.36
2013-03-19,1548.339966,0.4178502722449548,1409105595.38,127.08,0.969,14.39
2013-03-20,1558.709961,0.3885876927244067,1629524132.239,123.73,0.746,12.67
2013-03-21,1545.800049,0.4237697025641114,1325773175.274,121.69,0.86,13.99
2013-03-22,1556.890015,0.404141075145377,1582114581.302,122.17999,0.915,13.57
2013-03-25,1551.689941,0.4146683124339045,1550581124.115,122.03,0.892,13.74
2013-03-26,1563.77002,0.4100858485004051,1809272038.357,122.47,0.793,12.77
2013-03-27,1562.849976,0.4161053179284588,1578964435.16,121.99001,0.92,13.15
2013-03-28,1569.189941,0.3946365947863021,1650093771.988,122.92999,0.896,12.7
2013-04-01,1562.170044,0.3998814796986299,1365443736.11,121.21001,1.005,13.58
2013-04-02,1570.25,0.3774840827935012,1550558952.379,122.84,0.866,12.78
2013-04-03,1553.689941,0.4099437158002066,1119758894.411,120.92,1.063,14.21
2013-04-04,1559.97998,0.4121789417295975,1155685835.1,120.78999,1.091,13.89
2013-04-05,1553.280029,0.4301489590891146,1141106496.21,118.34,1.001,13.92
2013-04-08,1563.069946,0.4039793605939522,1399732048.955,119.21001,0.905,13.19
2013-04-09,1568.609985,0.4105132991768548,1604924733.79,118.63,0.673,12.84
2013-04-10,1587.72998,0.4022807459237571,2294226793.103,118.34,0.856,12.36
2013-04-11,1593.369995,0.3908549951479771,2329480017.922,117.24001,0.879,12.24
2013-04-12,1588.849976,0.4063319727296475,1925042270.055,117.84,1.154,12.06
2013-04-15,1552.359985,0.4067492187692259,902992199.61,119.92,1.089,17.27
2013-04-16,1574.569946,0.4115912725712251,1566200613.757,124.10001,0.881,13.96
2013-04-17,1552.01001,0.407342837110128,777019262.519,120.7,1.191,16.50999
2013-04-18,1541.609985,0.4156065746105672,503583947.93,121.28,1.176,17.56
2013-04-19,1555.25,0.4088354661864961,750723711.038,122.61,1.099,14.97
2013-04-22,1562.5,0.396855827227118,947228816.464,120.52,1.037,14.39
2013-04-23,1578.780029,0.4003871531263089,1386724473.775,121.56,0.897,13.48
2013-04-24,1578.790039,0.3827581858517634,1466741214.24,119.84,0.788,13.61
2013-04-25,1585.160034,0.3860767152635739,1681493449.084,119.83,0.969,13.62
2013-04-26,1582.23999,0.3733284293565864,1502013028.439,118.86,0.897,13.61
2013-04-29,1593.609985,0.380110961815059,1856562178.082,118.85001,0.904,13.71
2013-04-30,1597.569946,0.3846295352499573,2135090389.135,119.05,0.885,13.52
2013-05-01,1582.699951,0.3804593292061305,1687783145.9,118.05,1.053,14.49
2013-05-02,1597.589966,0.3996613967162405,2289253436.235,117.95,0.911,13.59
2013-05-03,1614.420044,0.3825307627584527,2453689952.7365,118.17999,0.901,12.85
2013-05-06,1617.5,0.4028116875907399,2756639152.35,116.92999,0.776,12.66
2013-05-07,1625.959961,0.3981318577898807,2910772777.027,119.75999,0.886,12.83
2013-05-08,1632.689941,0.395805549225066,3211023040.938,117.35001,0.875,12.66
2013-05-09,1626.670044,0.408071214803438,2563892776.779,119.08,0.999,13.13
2013-05-10,1633.699951,0.4064513954945593,2620733448.771,117.97,0.752,12.59
2013-05-13,1633.77002,0.406053616181541,2748305811.292,119.16,0.884,12.55
2013-05-14,1650.339966,0.3835862263549488,2879428729.608,116.16,0.814,12.77
2013-05-15,1658.780029,0.3686174048885842,2736143054.217,119.41,0.784,12.81
2013-05-16,1650.469971,0.3977632583337868,2746670894.131,121.22,0.988,13.07
2013-05-17,1667.469971,0.3952757285264907,3970036803.73,127.85001,0.813,12.45
2013-05-20,1666.290039,0.3939088700224236,2137041042.875,117.67,0.797,13.02
2013-05-21,1669.160034,0.3884243313232106,2116746522.07,117.08,0.924,13.37
2013-05-22,1655.349976,0.4088758333301535,1806341652.952,117.16,1.034,13.82
2013-05-23,1650.51001,0.4111554562268476,1666748852.99,116.92,1.012,14.07
2013-05-24,1649.599976,0.4181703168543645,1749411797.167,118.17,1.266,13.99
2013-05-28,1660.060059,0.4056603550171824,1954441082.986,112.47,0.977,14.48
2013-05-29,1648.359985,0.4204516912932658,1736273531.5,116.2,0.859,14.83
2013-05-30,1654.410034,0.4269072944036224,2045155898.855,117.75,0.866,14.53
2013-05-31,1630.73999,0.422519146688263,1419013389.484,119.50999,1.199,16.3
2013-06-03,1640.420044,0.4126571395603218,1647953790.578,119.16,0.919,16.28
2013-06-04,1631.380005,0.4390632132971613,1487625373.44,116.87,1.158,16.27
2013-06-05,1608.900024,0.433239312757552,893997562.98,116.57001,1.181,17.5
2013-06-06,1622.560059,0.4286105803155977,1055721641.38,117.64,1.216,16.63
2013-06-07,1643.380005,0.4171914934527476,1726009306.41,116.2,1.127,15.14
2013-06-10,1642.810059,0.4170056769652364,1692453822.53,116.2,1.08,15.44
2013-06-11,1626.130005,0.4229383070904587,1203284653.56,116.98,1.037,17.07001
2013-06-12,1612.52002,0.4295778885244817,707890185.36,115.56,1.196,18.59
2013-06-13,1636.359985,0.4231603202942242,1477448651.42,117.28,0.982,16.41
2013-06-14,1626.72998,0.4311835122908704,1155781374.375,116.28999,1.188,17.14999
2013-06-17,1639.040039,0.39596152557709,1574185595.35,116.74001,0.958,16.8
2013-06-18,1651.810059,0.4222411556728666,1947783870.332,118.7,0.861,16.61
2013-06-19,1628.930054,0.4548813045728084,1138762909.08,117.84,1.106,16.64
2013-06-20,1588.189941,0.4681620290471935,-279175959.976,117.52,1.39,20.49001
2013-06-21,1592.430054,0.4409142316433684,-54882471.224,117.36,1.169,18.89999
2013-06-24,1573.089966,0.3899486268679526,76233882.1,116.08,1.012,20.11
2013-06-25,1588.030029,0.4043268076023344,389026318.471,115.23,1.074,18.47
2013-06-26,1603.26001,0.4174893702434633,687597620.715,115.81,0.854,17.21001
2013-06-27,1613.199951,0.422762284340493,899620819.015,116.00999,1.019,16.86
2013-06-28,1606.280029,0.3983701061658648,811382195.027,116.53,0.966,16.86
2013-07-01,1614.959961,0.3980387194572837,1155132966.022,114.85001,0.912,16.37
2013-07-02,1614.079956,0.4262642023439036,1284225673.46,115.22,1.043,16.44
2013-07-03,1615.410034,0.3883936210738239,1354734716.175,113.13,1.138,16.2
2013-07-05,1631.890015,0.4226573685078119,1485672074.19,117.12,0.967,14.89
2013-07-08,1640.459961,0.4113775030730971,1653232958.529,117.13,1.046,14.78
2013-07-09,1652.319946,0.3992874861754835,2140508422.86,115.19,1.016,14.35
2013-07-10,1652.619995,0.422498516655246,2121698644.62,117.08,1.033,14.21
2013-07-11,1675.02002,0.4003447078816489,2988606968.646,115.53,1.015,14.01
2013-07-12,1680.189941,0.4067246653333793,2598071654.603,113.27,0.895,13.84
2013-07-15,1682.5,0.3891004981603712,2713007549.13,114.42,0.831,13.79
2013-07-16,1676.26001,0.3929565968873166,2634835610.79,115.25999,0.98,14.42
2013-07-17,1680.910034,0.4059433912077274,2787976285.18,115.27,0.922,13.78
2013-07-18,1689.369995,0.3953813239211829,3046790411.517,115.58,0.741,13.77
2013-07-19,1692.089966,0.4081259957426161,2857092845.056,113.07001,0.794,12.54
2013-07-22,1695.530029,0.4022700725983436,1920383728.09,112.89999,0.935,12.29
2013-07-23,1692.390015,0.3834483871620509,1832454312.425,113.14,0.931,12.66
2013-07-24,1685.939941,0.4053348018942064,2046120905.94,118.72,0.963,13.18
2013-07-25,1690.25,0.3893386749500697,2170527190.91,117.85001,0.96,12.97
2013-07-26,1691.650024,0.408254243673067,2149890288.368,118.23,0.989,12.72
2013-07-29,1685.329956,0.4143344124035808,2130309224.929,118.92999,0.841,13.39
2013-07-30,1685.959961,0.4008474615294961,2240419714.97,119.39,0.783,13.39
2013-07-31,1685.72998,0.4010666970461585,2152088714.237,117.85001,0.883,13.45
2013-08-01,1706.869995,0.3964814337361664,2960832855.971,115.06,0.846,12.94
2013-08-02,1709.670044,0.406785315381147,2776034067.764,116.89,0.876,11.98
2013-08-05,1707.140015,0.4215479221137219,2846494849.242,116.53,0.852,11.84
2013-08-06,1697.369995,0.4214235459336515,2631509965.644,119.09,0.897,12.72
2013-08-07,1690.910034,0.4176916685539829,2346350689.883,118.31,0.962,12.98
2013-08-08,1697.47998,0.4056434630337945,2245622631.332,118.47,0.766,12.73
2013-08-09,1691.420044,0.4123467185759771,2136793037.875,122.3,0.906,13.41
2013-08-12,1689.469971,0.4130416993383952,2401742438.02,115.44,0.766,12.81
2013-08-13,1694.160034,0.4363971663501311,2711543896.127,115.81,0.769,12.31
2013-08-14,1685.390015,0.4462529992744004,2445016035.801,119.33,0.796,13.04
2013-08-15,1661.319946,0.4449003093115118,1669476019.658,115.82001,0.963,14.73
2013-08-16,1655.829956,0.4434684925824917,2338838186.312,117.21001,0.938,14.37
2013-08-19,1646.060059,0.4316928556394013,1379648544.155,118.14999,0.927,15.1
2013-08-20,1652.349976,0.4205500348005082,1345939715.919,118.07001,0.897,14.91
2013-08-21,1642.800049,0.4525750248576833,1174798614.305,117.17,0.975,15.94
2013-08-22,1656.959961,0.4037927052039322,1662727396.2,119.21001,0.824,14.76
2013-08-23,1663.5,0.4404620799125807,1709225804.21,120.13,0.811,13.98
2013-08-26,1656.780029,0.4117632398314528,1605595524.174,118.69,0.899,14.99
2013-08-27,1630.47998,0.4341310287321944,791502274.301,118.07001,1.026,16.77
2013-08-28,1634.959961,0.4090527982642707,951027892.161,117.50999,0.808,16.49001
2013-08-29,1638.170044,0.4544369072342384,971156153.46,117.21001,0.959,16.81
2013-08-30,1632.969971,0.4723302380576714,1001314528.756,117.48,1.123,17.00999
2013-09-03,1639.77002,0.4470168367842426,1183103985.299,116.72,0.751,16.61
2013-09-04,1653.079956,0.4176237491538438,1776313535.158,116.97,0.768,15.88
2013-09-05,1655.079956,0.4245495011506078,1782870862.411,117.37,0.817,15.77
2013-09-06,1655.170044,0.4216211334372018,1653462872.258,118.67,0.866,15.85
2013-09-09,1671.709961,0.3915569503290033,2274653492.951,119.0,0.652,15.63
2013-09-10,1683.98999,0.3983336425671536,2576588963.333,119.94,0.764,14.53
2013-09-11,1689.130005,0.3994071172614664,2346433142.205,120.68,0.919,13.82
2013-09-12,1683.420044,0.4101446657699721,2181373338.935,119.67,0.86,14.29
2013-09-13,1687.98999,0.4082496040190466,2205509098.729,120.12,0.768,14.16
2013-09-16,1697.599976,0.3839371055934947,2386111654.48,118.84,0.912,14.38
2013-09-17,1704.76001,0.40631261442831,2684242848.579,121.59,0.798,14.53
2013-09-18,1725.52002,0.4109923852577004,3627666468.931,114.22,0.84,13.59
2013-09-19,1722.339966,0.4062207420895737,3805889547.912,115.69,0.765,13.16
2013-09-20,1709.910034,0.4327731938654796,2536299852.9,115.87,1.053,13.12
2013-09-23,1701.839966,0.4115617186045112,2114650916.341,119.08,0.999,14.31
2013-09-24,1697.420044,0.4249467876138146,2038456669.36,119.31,0.875,14.08
2013-09-25,1692.77002,0.4089262965440199,1684992316.024,117.45,0.965,14.01
2013-09-26,1698.670044,0.401253508293288,2101622948.9,122.03,0.704,14.06
2013-09-27,1691.75,0.4239583631713514,1766952528.79,124.48,0.942,15.46
2013-09-30,1681.550049,0.4433708391557777,1460209187.513,123.46,1.108,16.6
2013-10-01,1695.0,0.430851553846643,2035874511.626,123.74,0.854,15.54
2013-10-02,1693.869995,0.430642635614742,2193522496.585,123.52,0.774,16.6
2013-10-03,1678.660034,0.4480453704719283,1515364603.793,122.31,0.983,17.67
2013-10-04,1690.5,0.4095111283259887,1839688208.57,123.98,0.872,16.74
2013-10-07,1676.119995,0.4253281249090903,1576608397.538,123.23,0.918,19.41
2013-10-08,1655.449951,0.4259654402283309,762661447.348,120.72,0.971,20.34
2013-10-09,1656.400024,0.4232136221021825,834789865.348,122.62,1.304,19.6
2013-10-10,1692.560059,0.4211833476601867,2230495944.459,120.25,0.932,16.48
2013-10-11,1703.199951,0.4266648654888424,2456435617.384,130.97,0.957,15.72
2013-10-14,1710.140015,0.418106982881934,2783516305.223,129.14,0.902,16.07
2013-10-15,1698.060059,0.4307541036263936,2519133438.825,131.01,0.992,18.66
2013-10-16,1721.540039,0.3960518972251771,3558499758.823,125.24,0.934,14.71
2013-10-17,1733.150024,0.4200385176067115,4029832847.188,126.68,0.875,13.48
2013-10-18,1744.5,0.4240574081626494,4287596555.347,131.35,0.698,13.04
2013-10-21,1744.660034,0.4120079727830999,2808464285.176,130.67,0.801,13.16
2013-10-22,1754.670044,0.3924919462838658,2982924995.0115,129.17,0.838,13.33
2013-10-23,1746.380005,0.420586285354183,2786054898.187,134.47,0.865,13.42
2013-10-24,1752.069946,0.3853716189666821,3255629464.404,135.42,0.816,13.2
2013-10-25,1759.77002,0.3997451662408178,2869357925.282,135.06,0.932,13.09
2013-10-28,1762.109985,0.4019258180733771,3059092043.077,133.27,0.779,13.31
2013-10-29,1771.949951,0.4063603437199321,3285994990.068,127.58,0.74,13.41
2013-10-30,1763.310059,0.4155241295459184,3256834201.654,127.95,0.982,13.65
2013-10-31,1756.540039,0.4298964327531361,2951160386.538,132.33,0.904,13.75
2013-11-01,1761.640015,0.4305897727027316,2906370321.662,129.84,0.917,13.28
2013-11-04,1767.930054,0.4112332240255046,3293255723.791,125.57,0.762,12.93
2013-11-05,1762.969971,0.4460617151393417,3265316468.159,122.98,0.781,13.27
2013-11-06,1770.48999,0.4246339847429831,3080946452.365,118.69,0.909,12.67
2013-11-07,1747.150024,0.4345197094556604,1903308226.954,123.83,0.918,13.91
2013-11-08,1770.609985,0.4315949754811046,3111511631.714,126.37,0.863,12.9
2013-11-11,1771.890015,0.4389495068397494,3364552921.398,125.55,0.821,12.53
2013-11-12,1767.689941,0.4360249326836951,3368004995.08,129.66,0.858,12.82
2013-11-13,1782.0,0.419536660984191,4067621766.489,131.01,0.827,12.52
2013-11-14,1790.619995,0.4077545502594379,4794814779.635,133.03,0.832,12.37
2013-11-15,1798.180054,0.4224095099392175,8992653341.94,133.46,0.747,12.19
2013-11-18,1791.530029,0.4086285789339419,2835570681.66,137.06,0.791,13.1
2013-11-19,1787.869995,0.4199454153624714,2767207106.91,133.62,0.817,13.39
2013-11-20,1781.369995,0.4210917676766675,2486394788.905,133.25,0.96,13.4
2013-11-21,1795.849976,0.4001474644937328,3356118592.977,124.63,0.787,12.66
2013-11-22,1804.76001,0.4076089617231824,3145394124.14,133.76,0.941,12.26
2013-11-25,1802.47998,0.4087423909502987,3292174085.435,134.23,0.771,12.79
2013-11-26,1802.75,0.4150592773430131,3617975324.94,133.64,0.738,12.81
2013-11-27,1807.22998,0.4190962162473279,3987753579.68,133.82,0.807,12.98
2013-11-29,1805.810059,0.4268857634455017,3444613412.64,130.82,0.807,13.7
2013-12-02,1800.900024,0.4283744523403937,3278404003.01,131.64,0.751,14.23
2013-12-03,1795.150024,0.4209885825945891,3286298541.633,132.38,0.869,14.55
2013-12-04,1792.810059,0.4188219361180652,3193857130.047,131.63,0.893,14.7
2013-12-05,1785.030029,0.4413064766892625,3073566262.854,128.01,0.773,15.08
2013-12-06,1805.089966,0.4170955466403385,3297554975.598,128.01,0.869,13.79
2013-12-09,1808.369995,0.3888482256189945,3572390276.815,126.09,0.937,13.49
2013-12-10,1802.619995,0.3987165826955586,3421665867.895,126.68,0.758,13.91
2013-12-11,1782.219971,0.4080327420965633,2536896423.505,126.74,0.948,15.42
2013-12-12,1775.5,0.4106040376924474,2134729062.5,125.09,0.703,15.54
2013-12-13,1775.319946,0.3942815212761197,2364107653.16,126.22,0.852,15.76
2013-12-16,1786.540039,0.3878773568929924,2874626086.3525,128.21,0.8,16.03
2013-12-17,1781.0,0.401373564874383,2634988473.55,128.75,0.876,16.21
2013-12-18,1810.650024,0.4016401421504166,3687882174.645,135.58,0.856,13.8
2013-12-19,1809.599976,0.4084572889402674,3724679476.705,137.86,0.747,14.15
2013-12-20,1818.319946,0.4154564204482335,3811039241.165,143.2,0.798,13.79
2013-12-23,1827.98999,0.3956860525538468,3704257573.17,138.11,0.626,13.04
2013-12-24,1833.319946,0.3963785968199171,3799201087.565,137.88,0.599,12.48
2013-12-26,1842.02002,0.3979981598311855,4196222304.87,136.65,0.654,12.33
2013-12-27,1841.400024,0.4162542595802766,3545838526.92,136.72,0.727,12.46
2013-12-30,1841.069946,0.4066970022411935,3456429700.18,134.36,0.792,13.56
2013-12-31,1848.359985,0.4062971861622687,3979567665.428,133.63,0.662,13.72
2014-01-02,1831.97998,0.4116256480579083,3233602611.26,121.77,0.821,14.23
2014-01-03,1831.369995,0.4114622717267884,3156026148.209,134.46,0.906,13.76
2014-01-06,1826.77002,0.3992172296538538,3073982747.12,131.99,0.695,13.55
2014-01-07,1837.880005,0.3905297191742308,3558199211.6875,129.1,0.704,12.92
2014-01-08,1837.48999,0.3860799470607603,3495712892.079,129.46,0.715,12.87
2014-01-09,1838.130005,0.4047450420502373,3197764687.525,130.87,0.725,12.89
2014-01-10,1842.369995,0.3972664558199312,3349076787.965,126.15,0.765,12.14
2014-01-13,1819.199951,0.4121520838288944,2571161519.908,130.59,0.724,13.28
2014-01-14,1838.880005,0.393536878850955,3680276302.34,133.43,0.677,12.28
2014-01-15,1848.380005,0.3860709712089037,4670518809.61,132.69,0.749,12.28
2014-01-16,1845.890015,0.4072580094392334,4455651523.48,136.35,0.781,12.53
2014-01-17,1838.699951,0.4267882652021173,6659403315.255,139.62,0.76,12.44
2014-01-21,1843.800049,0.3692548219854962,1862992117.01,138.77,0.76,12.87
2014-01-22,1844.859985,0.4005148732896671,2022280825.1,138.92,0.818,12.84
2014-01-23,1828.459961,0.4009683226356136,1948769890.43,135.71,0.879,13.77
2014-01-24,1790.290039,0.410183419205003,848504907.4,131.61,0.918,18.14
2014-01-27,1781.560059,0.3777887431350206,723387099.52,128.73,0.872,17.42
2014-01-28,1792.5,0.3906958226937667,566026371.9,128.3,0.802,15.8
2014-01-29,1774.199951,0.4177540376770778,51709785.92,126.71,0.967,17.35
2014-01-30,1794.189941,0.3766200322397708,748438976.044,127.91,0.833,17.29
2014-01-31,1782.589966,0.4071781323045731,652137832.878,128.37,0.855,18.41
2014-02-03,1741.890015,0.4300965549988952,52837557.11,126.17,0.803,21.44
2014-02-04,1755.199951,0.4027928372661375,594399936.947,127.26,0.996,19.11
2014-02-05,1751.640015,0.3969923047948092,643492161.945,127.79,0.977,19.95
2014-02-06,1773.430054,0.3914523241005145,1025194523.92,124.68,0.919,17.23
2014-02-07,1797.02002,0.4080453037046823,1539174332.145,129.01,0.821,15.29
2014-02-10,1799.839966,0.4055569568171172,1873837556.92,126.26,0.942,15.26
2014-02-11,1819.75,0.3892269899445306,2608222600.394,126.7,0.835,14.51
